genome,location,length
V2LD.contigs.10kb_virus_k127_684117 flag=0 multi=29.0000 len=78832.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2LD.contigs.10kb_virus_k127_684117 flag=0 multi=29.0000 len=78832.fasta,78832
V2LD.contigs.10kb_virus_k127_687500 flag=0 multi=66.8155 len=88530.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2LD.contigs.10kb_virus_k127_687500 flag=0 multi=66.8155 len=88530.fasta,88530
V2LD.contigs.10kb_virus_k127_69037 flag=1 multi=9.0000 len=50786.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2LD.contigs.10kb_virus_k127_69037 flag=1 multi=9.0000 len=50786.fasta,50786
V2LD.contigs.10kb_virus_k127_697441 flag=0 multi=12.9487 len=56109.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2LD.contigs.10kb_virus_k127_697441 flag=0 multi=12.9487 len=56109.fasta,56109
V2LD.contigs.10kb_virus_k127_705588 flag=1 multi=10.0000 len=72039.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2LD.contigs.10kb_virus_k127_705588 flag=1 multi=10.0000 len=72039.fasta,72039
V2LD.contigs.10kb_virus_k127_710687 flag=3 multi=14.9979 len=70227.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2LD.contigs.10kb_virus_k127_710687 flag=3 multi=14.9979 len=70227.fasta,70227
V2LD.contigs.10kb_virus_k127_713176 flag=1 multi=74.0000 len=58087.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2LD.contigs.10kb_virus_k127_713176 flag=1 multi=74.0000 len=58087.fasta,58087
V2LD.contigs.10kb_virus_k127_715203 flag=0 multi=22.4040 len=51784.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2LD.contigs.10kb_virus_k127_715203 flag=0 multi=22.4040 len=51784.fasta,51784
V2LD.contigs.10kb_virus_k127_730278 flag=1 multi=10.0000 len=57125.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2LD.contigs.10kb_virus_k127_730278 flag=1 multi=10.0000 len=57125.fasta,57125
V2LD.contigs.10kb_virus_k127_741830 flag=1 multi=9.0000 len=58466.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2LD.contigs.10kb_virus_k127_741830 flag=1 multi=9.0000 len=58466.fasta,58466
V2LD.contigs.10kb_virus_k127_75096 flag=0 multi=10.9989 len=189731.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2LD.contigs.10kb_virus_k127_75096 flag=0 multi=10.9989 len=189731.fasta,189731
V2LD.contigs.10kb_virus_k127_760821 flag=0 multi=19.9420 len=84843.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2LD.contigs.10kb_virus_k127_760821 flag=0 multi=19.9420 len=84843.fasta,84843
V2LD.contigs.10kb_virus_k127_761654 flag=1 multi=32.0000 len=59090.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2LD.contigs.10kb_virus_k127_761654 flag=1 multi=32.0000 len=59090.fasta,59090
V2LD.contigs.10kb_virus_k127_762889 flag=1 multi=12.0000 len=55855.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2LD.contigs.10kb_virus_k127_762889 flag=1 multi=12.0000 len=55855.fasta,55855
V2LD.contigs.10kb_virus_k127_765683 flag=0 multi=36.0000 len=54083.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2LD.contigs.10kb_virus_k127_765683 flag=0 multi=36.0000 len=54083.fasta,54083
V2LD.contigs.10kb_virus_k127_786055 flag=0 multi=113.9000 len=66482.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2LD.contigs.10kb_virus_k127_786055 flag=0 multi=113.9000 len=66482.fasta,66482
V2LD.contigs.10kb_virus_k127_788337 flag=0 multi=19.8646 len=52784.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2LD.contigs.10kb_virus_k127_788337 flag=0 multi=19.8646 len=52784.fasta,52784
V2LD.contigs.10kb_virus_k127_79353 flag=3 multi=57.0000 len=73025.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2LD.contigs.10kb_virus_k127_79353 flag=3 multi=57.0000 len=73025.fasta,73025
V2LD.contigs.10kb_virus_k127_793654 flag=0 multi=8.0000 len=54423.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2LD.contigs.10kb_virus_k127_793654 flag=0 multi=8.0000 len=54423.fasta,54423
V2LD.contigs.10kb_virus_k127_798432 flag=0 multi=387.2195 len=115026.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2LD.contigs.10kb_virus_k127_798432 flag=0 multi=387.2195 len=115026.fasta,115026
V2LD.contigs.10kb_virus_k127_80907 flag=0 multi=35.0000 len=53731.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2LD.contigs.10kb_virus_k127_80907 flag=0 multi=35.0000 len=53731.fasta,53731
V2LD.contigs.10kb_virus_k127_818834 flag=3 multi=19.0000 len=69223.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2LD.contigs.10kb_virus_k127_818834 flag=3 multi=19.0000 len=69223.fasta,69223
V2LD.contigs.10kb_virus_k127_818907 flag=1 multi=12.0000 len=63818.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2LD.contigs.10kb_virus_k127_818907 flag=1 multi=12.0000 len=63818.fasta,63818
V2LD.contigs.10kb_virus_k127_822273 flag=0 multi=13.9978 len=58250.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2LD.contigs.10kb_virus_k127_822273 flag=0 multi=13.9978 len=58250.fasta,58250
V2LD.contigs.10kb_virus_k127_827802 flag=1 multi=32.0000 len=51574.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2LD.contigs.10kb_virus_k127_827802 flag=1 multi=32.0000 len=51574.fasta,51574
V2LD.contigs.10kb_virus_k127_835853 flag=0 multi=28.9832 len=50250.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2LD.contigs.10kb_virus_k127_835853 flag=0 multi=28.9832 len=50250.fasta,50250
V2LD.contigs.10kb_virus_k127_839319 flag=0 multi=18.0000 len=59999.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2LD.contigs.10kb_virus_k127_839319 flag=0 multi=18.0000 len=59999.fasta,59999
V2LD.contigs.10kb_virus_k127_846301 flag=0 multi=9.0000 len=52665.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2LD.contigs.10kb_virus_k127_846301 flag=0 multi=9.0000 len=52665.fasta,52665
V2LD.contigs.10kb_virus_k127_8511 flag=0 multi=49.2682 len=89136.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2LD.contigs.10kb_virus_k127_8511 flag=0 multi=49.2682 len=89136.fasta,89136
V2LD.contigs.10kb_virus_k127_851707 flag=0 multi=74.0000 len=60993.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2LD.contigs.10kb_virus_k127_851707 flag=0 multi=74.0000 len=60993.fasta,60993
V2LD.contigs.10kb_virus_k127_86495 flag=1 multi=18.0000 len=101523.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2LD.contigs.10kb_virus_k127_86495 flag=1 multi=18.0000 len=101523.fasta,101523
V2LD.contigs.10kb_virus_k127_878847 flag=1 multi=13.0000 len=55173.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2LD.contigs.10kb_virus_k127_878847 flag=1 multi=13.0000 len=55173.fasta,55173
V2LD.contigs.10kb_virus_k127_880793 flag=0 multi=34.9965 len=97253.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2LD.contigs.10kb_virus_k127_880793 flag=0 multi=34.9965 len=97253.fasta,97253
V2LD.contigs.10kb_virus_k127_887159 flag=0 multi=19.0101 len=56721.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2LD.contigs.10kb_virus_k127_887159 flag=0 multi=19.0101 len=56721.fasta,56721
V2LD.contigs.10kb_virus_k127_893577 flag=1 multi=11.9167 len=52232.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2LD.contigs.10kb_virus_k127_893577 flag=1 multi=11.9167 len=52232.fasta,52232
V2LD.contigs.10kb_virus_k127_89828 flag=1 multi=10.0000 len=81286.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2LD.contigs.10kb_virus_k127_89828 flag=1 multi=10.0000 len=81286.fasta,81286
V2LD.contigs.10kb_virus_k127_899138 flag=1 multi=9.0000 len=70989.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2LD.contigs.10kb_virus_k127_899138 flag=1 multi=9.0000 len=70989.fasta,70989
V2LD.contigs.10kb_virus_k127_912005|provirus_2529_66431.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2LD.contigs.10kb_virus_k127_912005|provirus_2529_66431.fasta,63903
V2LD.contigs.10kb_virus_k127_914673 flag=0 multi=9.8928 len=57707.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2LD.contigs.10kb_virus_k127_914673 flag=0 multi=9.8928 len=57707.fasta,57707
V2LD.contigs.10kb_virus_k127_91630 flag=0 multi=21.9969 len=67429.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2LD.contigs.10kb_virus_k127_91630 flag=0 multi=21.9969 len=67429.fasta,67429
V2LD.contigs.10kb_virus_k127_922806 flag=1 multi=10.0000 len=76967.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2LD.contigs.10kb_virus_k127_922806 flag=1 multi=10.0000 len=76967.fasta,76967
V2LD.contigs.10kb_virus_k127_925785 flag=1 multi=9.0000 len=63599.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2LD.contigs.10kb_virus_k127_925785 flag=1 multi=9.0000 len=63599.fasta,63599
V2LD.contigs.10kb_virus_k127_929092 flag=0 multi=11.0000 len=58196.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2LD.contigs.10kb_virus_k127_929092 flag=0 multi=11.0000 len=58196.fasta,58196
V2LD.contigs.10kb_virus_k127_929823 flag=1 multi=11.0000 len=73528.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2LD.contigs.10kb_virus_k127_929823 flag=1 multi=11.0000 len=73528.fasta,73528
V2LD.contigs.10kb_virus_k127_931096 flag=1 multi=10.0000 len=189953.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2LD.contigs.10kb_virus_k127_931096 flag=1 multi=10.0000 len=189953.fasta,189953
V2LD.contigs.10kb_virus_k127_932519 flag=3 multi=12.0000 len=54744.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2LD.contigs.10kb_virus_k127_932519 flag=3 multi=12.0000 len=54744.fasta,54744
V2LD.contigs.10kb_virus_k127_939310 flag=0 multi=26.9904 len=54794.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2LD.contigs.10kb_virus_k127_939310 flag=0 multi=26.9904 len=54794.fasta,54794
V2LD.contigs.10kb_virus_k127_945926 flag=3 multi=30.9978 len=244882.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2LD.contigs.10kb_virus_k127_945926 flag=3 multi=30.9978 len=244882.fasta,244882
V2LD.contigs.10kb_virus_k127_956454 flag=1 multi=13.5156 len=51551.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2LD.contigs.10kb_virus_k127_956454 flag=1 multi=13.5156 len=51551.fasta,51551
V2LD.contigs.10kb_virus_k127_960301 flag=0 multi=15.9955 len=67253.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2LD.contigs.10kb_virus_k127_960301 flag=0 multi=15.9955 len=67253.fasta,67253
V2LD.contigs.10kb_virus_k127_962114 flag=0 multi=9.9987 len=67493.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2LD.contigs.10kb_virus_k127_962114 flag=0 multi=9.9987 len=67493.fasta,67493
V2LD.contigs.10kb_virus_k127_963978 flag=0 multi=11.9969 len=125225.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2LD.contigs.10kb_virus_k127_963978 flag=0 multi=11.9969 len=125225.fasta,125225
V2LD.contigs.10kb_virus_k127_966499 flag=3 multi=71.0000 len=58210.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2LD.contigs.10kb_virus_k127_966499 flag=3 multi=71.0000 len=58210.fasta,58210
V2LD.contigs.10kb_virus_k127_970652 flag=1 multi=31.0000 len=54206.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2LD.contigs.10kb_virus_k127_970652 flag=1 multi=31.0000 len=54206.fasta,54206
V2LD.contigs.10kb_virus_k127_971049 flag=1 multi=33.0000 len=68648.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2LD.contigs.10kb_virus_k127_971049 flag=1 multi=33.0000 len=68648.fasta,68648
V2LD.contigs.10kb_virus_k127_974869 flag=0 multi=11.0000 len=57938.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2LD.contigs.10kb_virus_k127_974869 flag=0 multi=11.0000 len=57938.fasta,57938
V2LD.contigs.10kb_virus_k127_978672 flag=0 multi=24.9964 len=67639.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2LD.contigs.10kb_virus_k127_978672 flag=0 multi=24.9964 len=67639.fasta,67639
V2LD.contigs.10kb_virus_k127_99737 flag=1 multi=15.0000 len=53596.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2LD.contigs.10kb_virus_k127_99737 flag=1 multi=15.0000 len=53596.fasta,53596
V2plus-DMSO-10kb.contigs_virus_k127_1130 flag=1 multi=80.0000 len=120154.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2plus-DMSO-10kb.contigs_virus_k127_1130 flag=1 multi=80.0000 len=120154.fasta,120154
V2plus-DMSO-10kb.contigs_virus_k127_122370 flag=1 multi=34.0000 len=50773.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2plus-DMSO-10kb.contigs_virus_k127_122370 flag=1 multi=34.0000 len=50773.fasta,50773
V2plus-DMSO-10kb.contigs_virus_k127_125948 flag=3 multi=214.0000 len=91569.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2plus-DMSO-10kb.contigs_virus_k127_125948 flag=3 multi=214.0000 len=91569.fasta,91569
V2plus-DMSO-10kb.contigs_virus_k127_127722 flag=1 multi=26.0000 len=54042.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2plus-DMSO-10kb.contigs_virus_k127_127722 flag=1 multi=26.0000 len=54042.fasta,54042
V2plus-DMSO-10kb.contigs_virus_k127_135775 flag=1 multi=28.0000 len=70845.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2plus-DMSO-10kb.contigs_virus_k127_135775 flag=1 multi=28.0000 len=70845.fasta,70845
V2plus-DMSO-10kb.contigs_virus_k127_136140 flag=0 multi=53.9729 len=65555.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2plus-DMSO-10kb.contigs_virus_k127_136140 flag=0 multi=53.9729 len=65555.fasta,65555
V2plus-DMSO-10kb.contigs_virus_k127_162918 flag=1 multi=30.0000 len=54670.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2plus-DMSO-10kb.contigs_virus_k127_162918 flag=1 multi=30.0000 len=54670.fasta,54670
V2plus-DMSO-10kb.contigs_virus_k127_166423 flag=3 multi=58.0000 len=50946.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2plus-DMSO-10kb.contigs_virus_k127_166423 flag=3 multi=58.0000 len=50946.fasta,50946
V2plus-DMSO-10kb.contigs_virus_k127_168094 flag=0 multi=33.0000 len=69280.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2plus-DMSO-10kb.contigs_virus_k127_168094 flag=0 multi=33.0000 len=69280.fasta,69280
V2plus-DMSO-10kb.contigs_virus_k127_177077 flag=0 multi=40.9934 len=60457.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2plus-DMSO-10kb.contigs_virus_k127_177077 flag=0 multi=40.9934 len=60457.fasta,60457
V2plus-DMSO-10kb.contigs_virus_k127_182747 flag=1 multi=35.9955 len=93269.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2plus-DMSO-10kb.contigs_virus_k127_182747 flag=1 multi=35.9955 len=93269.fasta,93269
V2plus-DMSO-10kb.contigs_virus_k127_20260 flag=1 multi=161.0000 len=57886.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2plus-DMSO-10kb.contigs_virus_k127_20260 flag=1 multi=161.0000 len=57886.fasta,57886
V2plus-DMSO-10kb.contigs_virus_k127_239541 flag=1 multi=23.0000 len=56432.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2plus-DMSO-10kb.contigs_virus_k127_239541 flag=1 multi=23.0000 len=56432.fasta,56432
V2plus-DMSO-10kb.contigs_virus_k127_255079 flag=0 multi=258.9651 len=74290.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2plus-DMSO-10kb.contigs_virus_k127_255079 flag=0 multi=258.9651 len=74290.fasta,74290
V2plus-DMSO-10kb.contigs_virus_k127_26128 flag=0 multi=27.9950 len=54448.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2plus-DMSO-10kb.contigs_virus_k127_26128 flag=0 multi=27.9950 len=54448.fasta,54448
V2plus-DMSO-10kb.contigs_virus_k127_263812 flag=3 multi=210.0000 len=118631.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2plus-DMSO-10kb.contigs_virus_k127_263812 flag=3 multi=210.0000 len=118631.fasta,118631
V2plus-DMSO-10kb.contigs_virus_k127_293835 flag=0 multi=46.2449 len=68335.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2plus-DMSO-10kb.contigs_virus_k127_293835 flag=0 multi=46.2449 len=68335.fasta,68335
V2plus-DMSO-10kb.contigs_virus_k127_323504 flag=1 multi=54.1793 len=55932.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2plus-DMSO-10kb.contigs_virus_k127_323504 flag=1 multi=54.1793 len=55932.fasta,55932
V2plus-DMSO-10kb.contigs_virus_k127_326280 flag=0 multi=47.9306 len=51481.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2plus-DMSO-10kb.contigs_virus_k127_326280 flag=0 multi=47.9306 len=51481.fasta,51481
V2plus-DMSO-10kb.contigs_virus_k127_332583 flag=0 multi=47.0000 len=72707.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2plus-DMSO-10kb.contigs_virus_k127_332583 flag=0 multi=47.0000 len=72707.fasta,72707
V2plus-DMSO-10kb.contigs_virus_k127_342662 flag=0 multi=59.0000 len=77373.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2plus-DMSO-10kb.contigs_virus_k127_342662 flag=0 multi=59.0000 len=77373.fasta,77373
V2plus-DMSO-10kb.contigs_virus_k127_345519 flag=1 multi=24.0000 len=50167.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2plus-DMSO-10kb.contigs_virus_k127_345519 flag=1 multi=24.0000 len=50167.fasta,50167
V2plus-DMSO-10kb.contigs_virus_k127_355690 flag=0 multi=53.7358 len=50397.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2plus-DMSO-10kb.contigs_virus_k127_355690 flag=0 multi=53.7358 len=50397.fasta,50397
V2plus-DMSO-10kb.contigs_virus_k127_356884 flag=3 multi=70.0000 len=53389.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2plus-DMSO-10kb.contigs_virus_k127_356884 flag=3 multi=70.0000 len=53389.fasta,53389
V2plus-DMSO-10kb.contigs_virus_k127_359431 flag=0 multi=24.9962 len=65232.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2plus-DMSO-10kb.contigs_virus_k127_359431 flag=0 multi=24.9962 len=65232.fasta,65232
V2plus-DMSO-10kb.contigs_virus_k127_40010 flag=1 multi=31.0000 len=81012.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2plus-DMSO-10kb.contigs_virus_k127_40010 flag=1 multi=31.0000 len=81012.fasta,81012
V2plus-DMSO-10kb.contigs_virus_k127_417070 flag=1 multi=58.0000 len=58078.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2plus-DMSO-10kb.contigs_virus_k127_417070 flag=1 multi=58.0000 len=58078.fasta,58078
V2plus-DMSO-10kb.contigs_virus_k127_419325 flag=0 multi=35.5175 len=80815.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2plus-DMSO-10kb.contigs_virus_k127_419325 flag=0 multi=35.5175 len=80815.fasta,80815
V2plus-DMSO-10kb.contigs_virus_k127_421100 flag=0 multi=29.6402 len=53840.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2plus-DMSO-10kb.contigs_virus_k127_421100 flag=0 multi=29.6402 len=53840.fasta,53840
V2plus-DMSO-10kb.contigs_virus_k127_421698 flag=1 multi=18.9915 len=59258.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2plus-DMSO-10kb.contigs_virus_k127_421698 flag=1 multi=18.9915 len=59258.fasta,59258
V2plus-DMSO-10kb.contigs_virus_k127_466398 flag=3 multi=61.9961 len=140385.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2plus-DMSO-10kb.contigs_virus_k127_466398 flag=3 multi=61.9961 len=140385.fasta,140385
V2plus-DMSO-10kb.contigs_virus_k127_466400 flag=3 multi=56.0002 len=276316.fasta,/home/lhillary/Projects/RnaOptimisation/special/contigs_combined/V2plus-DMSO-10kb.contigs_virus_k127_466400 flag=3 multi=56.0002 len=276316.fasta,276316
